run_utc	mention_id	doc_id	entity_id	entity_type	canonical_name	mention_text	normalized_mention_text	context_type	context_snippet	mention_count	confidence	source_span_id	source_url
20260924T224637Z	mention-8a1c0d5ef9f26a20	doc-courtlistener-024c3511ac6a	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Brown v. Maxwell Dershowitz v. Giuffre 18-2868 16-3945-cv(L) jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/4636326/brown-v-maxwell-dershowitz-v-giuffre/
20260924T224637Z	mention-e6c46612d5815bc3	doc-courtlistener-0baf3159397f	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Giuffre v. Maxwell 15 Civ. 7433 jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/7322971/giuffre-v-maxwell/
20260924T224637Z	mention-d52a86d10c93252c	doc-courtlistener-176880d5475c	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	United States v. Maxwell 22-1426 jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/10119519/united-states-v-maxwell/
20260924T224637Z	mention-719b82f0f8a1d519	doc-courtlistener-176880d5475c	entity-661f86cbe91e1b6b	person	United States	United States	united states	legal_filing	United States v. Maxwell 22-1426 jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	2	0.92		https://www.courtlistener.com/opinion/10119519/united-states-v-maxwell/
20260924T224637Z	mention-be0a974ac57a8b95	doc-courtlistener-26b97f011ccc	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Giuffre v. Maxwell 15 Civ. 7433 jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/7331533/giuffre-v-maxwell/
20260924T224637Z	mention-768bcdbb9d8602f6	doc-courtlistener-3374601313ac	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Brown v. Maxwell Dershowitz v. Giuffre 18-2868 16-3945-cv(L) jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/4636340/brown-v-maxwell-dershowitz-v-giuffre/
20260924T224637Z	mention-464277cd1903b67d	doc-courtlistener-91fb18783934	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Giuffre v. Maxwell 15 Civ. 7433 (RWS) jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/7318626/giuffre-v-maxwell/
20260924T224637Z	mention-520b8ca8d4c3b690	doc-courtlistener-a162b75715cf	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	Giuffre v. Maxwell 24-182 jeffrey_epstein,ghislaine_maxwell courtlistener:Jeffrey Epstein	3	0.92		https://www.courtlistener.com/opinion/10639374/giuffre-v-maxwell/
20260924T224637Z	mention-464f7562a51ed857	doc-crimson-cafh-letter-2026-07-30	entity-e7db5216ab0d0833	person	Academic Freedom	Academic Freedom	academic freedom	news_clipping	Harvard Crimson: Council on Academic Freedom response.	2	0.90		https://www.thecrimson.com/article/2026/7/30/letter-cafh-epstein-freedom-of-association/
20260924T224637Z	mention-cde18d4e4181d86f	doc-crimson-cafh-letter-2026-07-30	entity-4ec3be9443b1d7b1	person	Harvard Crimson	Harvard Crimson	harvard crimson	news_clipping	Harvard Crimson: Council on Academic Freedom response.	2	0.90		https://www.thecrimson.com/article/2026/7/30/letter-cafh-epstein-freedom-of-association/
20260924T224637Z	mention-32511c4b769cbc1e	doc-crimson-farkas-petition-2026-02-18	entity-4ec3be9443b1d7b1	person	Harvard Crimson	Harvard Crimson	harvard crimson	news_clipping	Harvard Crimson: Hasty Pudding petition.	2	0.90		https://www.thecrimson.com/article/2026/2/18/hasty-pudding-farkas-petition/
20260924T224637Z	mention-9b39b25fb20d0aec	doc-crimson-farkas-petition-2026-02-18	entity-ef11abe5cfaf92b5	person	Hasty Pudding	Hasty Pudding	hasty pudding	news_clipping	Harvard Crimson: Hasty Pudding petition.	2	0.90		https://www.thecrimson.com/article/2026/2/18/hasty-pudding-farkas-petition/
20260924T224637Z	mention-b99b247c0eb4f365	doc-crimson-hms-rating-2026-05-01	entity-4ec3be9443b1d7b1	person	Harvard Crimson	Harvard Crimson	harvard crimson	news_clipping	Harvard Crimson: what Harvard's 2020 review left out.	2	0.90		https://www.thecrimson.com/article/2026/5/1/epstein-harvard-hms-rating/
20260924T224637Z	mention-30def130571d75dd	doc-crimson-open-letter-2026-07-23	entity-4ec3be9443b1d7b1	person	Harvard Crimson	Harvard Crimson	harvard crimson	news_clipping	Harvard Crimson: open letter from 156 affiliates.	2	0.90		https://www.thecrimson.com/article/2026/7/23/harvard-epstein-open-letter/
20260924T224637Z	mention-ea3b6929c97b9c27	doc-dailybeast-jane-doe4-2026-09	entity-0aa74c5d6e170d60	person	Daily Beast	Daily Beast	daily beast	news_clipping	Daily Beast: judge orders interview notes produced.	2	0.90		https://www.thedailybeast.com/reagan-judge-foils-desperate-bid-to-hide-trump-accusers-interviews/
20260924T224637Z	mention-bac9254dc6133225	doc-dailystar-bin-sulayem-mmc-2026-07	entity-1ddfcaa25051e9c6	person	Daily Star	Daily Star	daily star	news_clipping	Reuters via Daily Star: bin Sulayem takes charge of MMC Port.	2	0.90		https://www.thedailystar.net/news/world/news/former-dp-world-boss-bin-sulayem-takes-charge-malaysia-mmc-port-memo-shows-reuters-4224766
20260924T224637Z	mention-b6eafc388214d1f2	doc-doj-oig-bop-custody-review	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	DOJ OIG Releases Report on the BOP's Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York DOJ OIG doj,oig,epstein_files justice_oig	3	0.92		https://oig.justice.gov/news/doj-oig-releases-report-bops-custody-care-and-supervision-jeffrey-epstein-metropolitan
20260924T224637Z	mention-2e8e504d404d9567	doc-doj-oig-bop-custody-review	entity-ff372baf960ebc69	person	New York	New York	new york	legal_filing	DOJ OIG Releases Report on the BOP's Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York DOJ OIG doj,oig,epstein_files justice_oig	4	0.92		https://oig.justice.gov/news/doj-oig-releases-report-bops-custody-care-and-supervision-jeffrey-epstein-metropolitan
20260924T224637Z	mention-483e2d5d5305b4e0	doc-doj-opa-35m-pages	entity-fd0bdbd930fee3f7	organization	DOJ OPA	DOJ OPA	doj opa	legal_filing	Department of Justice publishes 3.5 million responsive pages in compliance with Epstein files law DOJ OPA doj,epstein_files justice_opa	4	0.92		https://www.justice.gov/opa/pr/department-justice-publishes-35-million-responsive-pages-compliance-epstein-files
20260924T224637Z	mention-7e56c3b20c44daa4	doc-doj-opa-first-phase	entity-3d38d965e23e48c0	person	Attorney General	Attorney General	attorney general	legal_filing	Attorney General Pamela Bondi releases first phase of declassified Epstein files DOJ OPA doj,epstein_files justice_opa	2	0.92		https://www.justice.gov/opa/pr/attorney-general-pamela-bondi-releases-first-phase-declassified-epstein-files
20260924T224637Z	mention-da7a057570af0381	doc-doj-opa-first-phase	entity-fd0bdbd930fee3f7	organization	DOJ OPA	DOJ OPA	doj opa	legal_filing	Attorney General Pamela Bondi releases first phase of declassified Epstein files DOJ OPA doj,epstein_files justice_opa	2	0.92		https://www.justice.gov/opa/pr/attorney-general-pamela-bondi-releases-first-phase-declassified-epstein-files
20260924T224637Z	mention-fcb572a258af1bf9	doc-fos-tisch-2026-03	entity-f034b2022b128bd9	organization	Front Office Sports	Front Office Sports	front office sports	news_clipping	Front Office Sports: Goodell on Tisch.	2	0.90		https://frontofficesports.com/article/goodell-tisch-is-no-longer-giants-owner-no-policy-violation/
20260924T224637Z	mention-de9d7dbec99d0fe8	doc-gates-foundation-review-2026-07-21	entity-744dfa0d10cce3cd	person	Gates Foundation	Gates Foundation	gates foundation	legal_filing	Gates Foundation: foundation concludes external review.	3	0.90		https://www.gatesfoundation.org/ideas/media-center/press-releases/2026/07/external-review
20260924T224637Z	mention-ffc4eff59d296596	doc-govinfo-transcript-06ad6deaa89c	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Calendar) 171 Cong. Rec. S609  - Jeffrey Epstein (Executive Calendar) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	9	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-02-05/html/CREC-2025-02-05-pt1-PgS609.htm
20260924T224637Z	mention-6d574c1cf42fdfe8	doc-govinfo-transcript-07e152ded8cc	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Text of Senate Amendment 3771 171 Cong. Rec. S6334  - Text of Senate Amendment 3771 jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-04/html/CREC-2025-09-04-pt1-PgS6334-3.htm
20260924T224637Z	mention-b75c25ea534ec7e2	doc-govinfo-transcript-14f372471989	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	SENATE RESOLUTION 335--CALLING ON FEDERAL AND STATE COURTS TO PROVIDE FULL TRANSPARENCY TO THE PEOPLE OF THE UNITED STATES BY UNSEALING MATERIALS CONCERNING MR. JEFFREY EPSTEIN 171 Cong. Rec. S4703  - SENATE RESOLUTION 335--CALLING ON FEDERAL AND STATE COURTS TO PROVIDE FULL TRANSPARENCY TO THE... jeffrey_epstein,ghisl	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-24/html/CREC-2025-07-24-pt1-PgS4703.htm
20260924T224637Z	mention-830e78ac9a8100b1	doc-govinfo-transcript-14f372471989	entity-661f86cbe91e1b6b	person	United States	United States	united states	legal_filing	SENATE RESOLUTION 335--CALLING ON FEDERAL AND STATE COURTS TO PROVIDE FULL TRANSPARENCY TO THE PEOPLE OF THE UNITED STATES BY UNSEALING MATERIALS CONCERNING MR. JEFFREY EPSTEIN 171 Cong. Rec. S4703  - SENATE RESOLUTION 335--CALLING ON FEDERAL AND STATE COURTS TO PROVIDE FULL TRANSPARENCY TO THE... jeffrey_epstein,ghisl	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-24/html/CREC-2025-07-24-pt1-PgS4703.htm
20260924T224637Z	mention-db1aac2d9e05b169	doc-govinfo-transcript-2907b4a49c3e	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4440  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	9	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-17/html/CREC-2025-07-17-pt1-PgS4440-3.htm
20260924T224637Z	mention-423cec8eada745c1	doc-govinfo-transcript-32517ca53042	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Text of Senate Amendment 3140 171 Cong. Rec. S4921  - Text of Senate Amendment 3140 jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-30/html/CREC-2025-07-30-pt1-PgS4921-5.htm
20260924T224637Z	mention-6e7d08ff81af1d4b	doc-govinfo-transcript-3a1bb17f6c87	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4687  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	9	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-24/html/CREC-2025-07-24-pt1-PgS4687-9.htm
20260924T224637Z	mention-accbc17456816ddf	doc-govinfo-transcript-3a3036445819	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"RELEASE THE EPSTEIN FILES 171 Cong. Rec. H3324  - RELEASE THE EPSTEIN FILES jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-16/html/CREC-2025-07-16-pt1-PgH3324-2.htm
20260924T224637Z	mention-f4a34309b5a55f4f	doc-govinfo-transcript-4dc4d5bd2bda	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"IRREFUTABLE EVIDENCE 171 Cong. Rec. H4829  - IRREFUTABLE EVIDENCE jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-11-20/html/CREC-2025-11-20-pt1-PgH4829-3.htm
20260924T224637Z	mention-567586e3a69f1ea7	doc-govinfo-transcript-5f5797d2fdf5	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"Nomination of Emil J. Bove III (Executive Session) 171 Cong. Rec. S4789  - Nomination of Emil J. Bove III (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-29/html/CREC-2025-07-29-pt1-PgS4789.htm
20260924T224637Z	mention-d7b2e23a9a97a8ef	doc-govinfo-transcript-69c3f9d9ce3c	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"Daily Digest/House Committee Meetings 171 Cong. Rec. D857  - Daily Digest/House Committee Meetings jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-02/html/CREC-2025-09-02-pt1-PgD857.htm
20260924T224637Z	mention-220aa9f13c2bdab3	doc-govinfo-transcript-715e3f2e3283	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"Sex Trafficking (Executive Calendar) 170 Cong. Rec. S35  - Sex Trafficking (Executive Calendar) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2024-01-09/html/CREC-2024-01-09-pt1-PgS35-3.htm
20260924T224637Z	mention-e3a3f27e9d11bd0b	doc-govinfo-transcript-748ff468f3e8	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 172 Cong. Rec. S21  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	9	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-01-06/html/CREC-2026-01-06-pt1-PgS21.htm
20260924T224637Z	mention-0b9bde17ce0a9dc3	doc-govinfo-transcript-87369a54eb87	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"JEFFREY EPSTEIN 171 Cong. Rec. S8750  - JEFFREY EPSTEIN jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	9	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-12-16/html/CREC-2025-12-16-pt1-PgS8750.htm
20260924T224637Z	mention-453607a128741173	doc-govinfo-transcript-9d188acbe4bb	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"HOUSING FOR THE 21ST CENTURY ACT--Motion to Proceed--Continued 172 Cong. Rec. S748  - HOUSING FOR THE 21ST CENTURY ACT--Motion to Proceed--Continued jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-03-03/html/CREC-2026-03-03-pt1-PgS748-2.htm
