run_utc	mention_id	doc_id	entity_id	entity_type	canonical_name	mention_text	normalized_mention_text	context_type	context_snippet	mention_count	confidence	source_span_id	source_url
20260923T220951Z	mention-d327d8e172796718	doc-courthouse-nm-sues-2026-08	entity-eba3887ac6b8f062	organization	Courthouse News	Courthouse News	courthouse news	news_clipping	Courthouse News coverage of the complaint.	2	0.90		https://www.courthousenews.com/new-mexico-rips-feds-for-stonewalling-probe-into-epstein-ranch/
20260923T220951Z	mention-8a1c0d5ef9f26a20	doc-courtlistener-024c3511ac6a	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Brown v. Maxwell Dershowitz v. Giuffre 18-2868 16-3945-cv(L) jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/4636326/brown-v-maxwell-dershowitz-v-giuffre/
20260923T220951Z	mention-e6c46612d5815bc3	doc-courtlistener-0baf3159397f	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Giuffre v. Maxwell 15 Civ. 7433 jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/7322971/giuffre-v-maxwell/
20260923T220951Z	mention-d52a86d10c93252c	doc-courtlistener-176880d5475c	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	United States v. Maxwell 22-1426 jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/10119519/united-states-v-maxwell/
20260923T220951Z	mention-be0a974ac57a8b95	doc-courtlistener-26b97f011ccc	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Giuffre v. Maxwell 15 Civ. 7433 jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/7331533/giuffre-v-maxwell/
20260923T220951Z	mention-768bcdbb9d8602f6	doc-courtlistener-3374601313ac	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Brown v. Maxwell Dershowitz v. Giuffre 18-2868 16-3945-cv(L) jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/4636340/brown-v-maxwell-dershowitz-v-giuffre/
20260923T220951Z	mention-464277cd1903b67d	doc-courtlistener-91fb18783934	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	Giuffre v. Maxwell 15 Civ. 7433 (RWS) jeffrey_epstein,ghislaine_maxwell courtlistener:Ghislaine Maxwell	3	0.92		https://www.courtlistener.com/opinion/7318626/giuffre-v-maxwell/
20260923T220951Z	mention-520b8ca8d4c3b690	doc-courtlistener-a162b75715cf	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	Giuffre v. Maxwell 24-182 jeffrey_epstein,ghislaine_maxwell courtlistener:Jeffrey Epstein	2	0.92		https://www.courtlistener.com/opinion/10639374/giuffre-v-maxwell/
20260923T220951Z	mention-b6eafc388214d1f2	doc-doj-oig-bop-custody-review	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	DOJ OIG Releases Report on the BOP's Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York DOJ OIG doj,oig,epstein_files justice_oig	2	0.92		https://oig.justice.gov/news/doj-oig-releases-report-bops-custody-care-and-supervision-jeffrey-epstein-metropolitan
20260923T220951Z	mention-2e8e504d404d9567	doc-doj-oig-bop-custody-review	entity-ff372baf960ebc69	person	New York	New York	new york	legal_filing	DOJ OIG Releases Report on the BOP's Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York DOJ OIG doj,oig,epstein_files justice_oig	4	0.92		https://oig.justice.gov/news/doj-oig-releases-report-bops-custody-care-and-supervision-jeffrey-epstein-metropolitan
20260923T220951Z	mention-483e2d5d5305b4e0	doc-doj-opa-35m-pages	entity-fd0bdbd930fee3f7	organization	DOJ OPA	DOJ OPA	doj opa	legal_filing	Department of Justice publishes 3.5 million responsive pages in compliance with Epstein files law DOJ OPA doj,epstein_files justice_opa	4	0.92		https://www.justice.gov/opa/pr/department-justice-publishes-35-million-responsive-pages-compliance-epstein-files
20260923T220951Z	mention-7e56c3b20c44daa4	doc-doj-opa-first-phase	entity-3d38d965e23e48c0	person	Attorney General	Attorney General	attorney general	legal_filing	Attorney General Pamela Bondi releases first phase of declassified Epstein files DOJ OPA doj,epstein_files justice_opa	2	0.92		https://www.justice.gov/opa/pr/attorney-general-pamela-bondi-releases-first-phase-declassified-epstein-files
20260923T220951Z	mention-da7a057570af0381	doc-doj-opa-first-phase	entity-fd0bdbd930fee3f7	organization	DOJ OPA	DOJ OPA	doj opa	legal_filing	Attorney General Pamela Bondi releases first phase of declassified Epstein files DOJ OPA doj,epstein_files justice_opa	2	0.92		https://www.justice.gov/opa/pr/attorney-general-pamela-bondi-releases-first-phase-declassified-epstein-files
20260923T220951Z	mention-de9d7dbec99d0fe8	doc-gates-foundation-review-2026-07-21	entity-744dfa0d10cce3cd	person	Gates Foundation	Gates Foundation	gates foundation	legal_filing	Gates Foundation: foundation concludes external review.	3	0.90		https://www.gatesfoundation.org/ideas/media-center/press-releases/2026/07/external-review
20260923T220951Z	mention-ffc4eff59d296596	doc-govinfo-transcript-06ad6deaa89c	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Calendar) 171 Cong. Rec. S609  - Jeffrey Epstein (Executive Calendar) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-02-05/html/CREC-2025-02-05-pt1-PgS609.htm
20260923T220951Z	mention-6d574c1cf42fdfe8	doc-govinfo-transcript-07e152ded8cc	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Text of Senate Amendment 3771 171 Cong. Rec. S6334  - Text of Senate Amendment 3771 jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-04/html/CREC-2025-09-04-pt1-PgS6334-3.htm
20260923T220951Z	mention-b75c25ea534ec7e2	doc-govinfo-transcript-14f372471989	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	SENATE RESOLUTION 335--CALLING ON FEDERAL AND STATE COURTS TO PROVIDE FULL TRANSPARENCY TO THE PEOPLE OF THE UNITED STATES BY UNSEALING MATERIALS CONCERNING MR. JEFFREY EPSTEIN 171 Cong. Rec. S4703  - SENATE RESOLUTION 335--CALLING ON FEDERAL AND STATE COURTS TO PROVIDE FULL TRANSPARENCY TO THE... jeffrey_epstein,ghisl	4	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-24/html/CREC-2025-07-24-pt1-PgS4703.htm
20260923T220951Z	mention-db1aac2d9e05b169	doc-govinfo-transcript-2907b4a49c3e	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4440  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-17/html/CREC-2025-07-17-pt1-PgS4440-3.htm
20260923T220951Z	mention-423cec8eada745c1	doc-govinfo-transcript-32517ca53042	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Text of Senate Amendment 3140 171 Cong. Rec. S4921  - Text of Senate Amendment 3140 jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-30/html/CREC-2025-07-30-pt1-PgS4921-5.htm
20260923T220951Z	mention-6e7d08ff81af1d4b	doc-govinfo-transcript-3a1bb17f6c87	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4687  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-24/html/CREC-2025-07-24-pt1-PgS4687-9.htm
20260923T220951Z	mention-accbc17456816ddf	doc-govinfo-transcript-3a3036445819	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"RELEASE THE EPSTEIN FILES 171 Cong. Rec. H3324  - RELEASE THE EPSTEIN FILES jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-16/html/CREC-2025-07-16-pt1-PgH3324-2.htm
20260923T220951Z	mention-f4a34309b5a55f4f	doc-govinfo-transcript-4dc4d5bd2bda	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"IRREFUTABLE EVIDENCE 171 Cong. Rec. H4829  - IRREFUTABLE EVIDENCE jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-11-20/html/CREC-2025-11-20-pt1-PgH4829-3.htm
20260923T220951Z	mention-567586e3a69f1ea7	doc-govinfo-transcript-5f5797d2fdf5	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"Nomination of Emil J. Bove III (Executive Session) 171 Cong. Rec. S4789  - Nomination of Emil J. Bove III (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-29/html/CREC-2025-07-29-pt1-PgS4789.htm
20260923T220951Z	mention-d7b2e23a9a97a8ef	doc-govinfo-transcript-69c3f9d9ce3c	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"Daily Digest/House Committee Meetings 171 Cong. Rec. D857  - Daily Digest/House Committee Meetings jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-02/html/CREC-2025-09-02-pt1-PgD857.htm
20260923T220951Z	mention-220aa9f13c2bdab3	doc-govinfo-transcript-715e3f2e3283	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"Sex Trafficking (Executive Calendar) 170 Cong. Rec. S35  - Sex Trafficking (Executive Calendar) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2024-01-09/html/CREC-2024-01-09-pt1-PgS35-3.htm
20260923T220951Z	mention-e3a3f27e9d11bd0b	doc-govinfo-transcript-748ff468f3e8	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 172 Cong. Rec. S21  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-01-06/html/CREC-2026-01-06-pt1-PgS21.htm
20260923T220951Z	mention-0b9bde17ce0a9dc3	doc-govinfo-transcript-87369a54eb87	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"JEFFREY EPSTEIN 171 Cong. Rec. S8750  - JEFFREY EPSTEIN jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-12-16/html/CREC-2025-12-16-pt1-PgS8750.htm
20260923T220951Z	mention-453607a128741173	doc-govinfo-transcript-9d188acbe4bb	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"HOUSING FOR THE 21ST CENTURY ACT--Motion to Proceed--Continued 172 Cong. Rec. S748  - HOUSING FOR THE 21ST CENTURY ACT--Motion to Proceed--Continued jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-03-03/html/CREC-2026-03-03-pt1-PgS748-2.htm
20260923T220951Z	mention-1ff525f138c96a58	doc-govinfo-transcript-9f68ddb1066b	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Calendar) 171 Cong. Rec. S5502  - Jeffrey Epstein (Executive Calendar) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-08-02/html/CREC-2025-08-02-pt1-PgS5502-3.htm
20260923T220951Z	mention-9444319d837db93d	doc-govinfo-transcript-a611ef03043f	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL 171 Cong. Rec. H4420  - A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-18/html/CREC-2025-09-18-pt1-PgH4420-3.htm
20260923T220951Z	mention-6909d7930070d72d	doc-govinfo-transcript-a611ef03043f	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL 171 Cong. Rec. H4420  - A LETTER FROM SURVIVORS OF JEFFREY EPSTEIN AND GHISLAINE MAXWELL jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-18/html/CREC-2025-09-18-pt1-PgH4420-3.htm
20260923T220951Z	mention-4501c4554ccd5086	doc-govinfo-transcript-a8f202600243	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 165 Cong. Rec. S4708  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2019-07-09/html/CREC-2019-07-09-pt1-PgS4708-3.htm
20260923T220951Z	mention-0708c1a0f30a3d60	doc-govinfo-transcript-b66bdb2e75c0	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S6445  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-09/html/CREC-2025-09-09-pt1-PgS6445-2.htm
20260923T220951Z	mention-091289d7a7cb74f8	doc-govinfo-transcript-b86d98d3e693	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"Jeffrey Epstein (Executive Session) 171 Cong. Rec. S4858  - Jeffrey Epstein (Executive Session) jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-30/html/CREC-2025-07-30-pt1-PgS4858-2.htm
20260923T220951Z	mention-d7090c923eb62ec8	doc-govinfo-transcript-c771c1d91c83	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	"PUBLIC BILLS AND RESOLUTIONS 171 Cong. Rec. H3756  - PUBLIC BILLS AND RESOLUTIONS jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Ghislaine Maxwell"" collection:CREC"	3	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-09-02/html/CREC-2025-09-02-pt1-PgH3756.htm
20260923T220951Z	mention-0c53950790e2a74d	doc-govinfo-transcript-c9be0e03d017	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	SENATE RESOLUTION 325--EXPRESSING THE SENSE OF THE SENATE THAT THE DEPARTMENT OF JUSTICE SHOULD RELEASE APPROPRIATE, NON-SENSITIVE MATERIALS RELATED TO THE INVESTIGATION OF JEFFREY EPSTEIN TO... 171 Cong. Rec. S4459  - SENATE RESOLUTION 325--EXPRESSING THE SENSE OF THE SENATE THAT THE DEPARTMENT OF JUSTICE SHOULD... je	4	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-17/html/CREC-2025-07-17-pt1-PgS4459-2.htm
20260923T220951Z	mention-36d6b8ced963e8bf	doc-govinfo-transcript-c9be0e03d017	entity-730ea553669f1006	organization	The Senate	The Senate	the senate	legal_filing	SENATE RESOLUTION 325--EXPRESSING THE SENSE OF THE SENATE THAT THE DEPARTMENT OF JUSTICE SHOULD RELEASE APPROPRIATE, NON-SENSITIVE MATERIALS RELATED TO THE INVESTIGATION OF JEFFREY EPSTEIN TO... 171 Cong. Rec. S4459  - SENATE RESOLUTION 325--EXPRESSING THE SENSE OF THE SENATE THAT THE DEPARTMENT OF JUSTICE SHOULD... je	4	0.92		https://www.govinfo.gov/content/pkg/CREC-2025-07-17/html/CREC-2025-07-17-pt1-PgS4459-2.htm
20260923T220951Z	mention-c3b6e8558737cc45	doc-govinfo-transcript-d2204fbbbd6e	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	"SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS 172 Cong. Rec. S610  - SUBMISSION OF CONCURRENT AND SENATE RESOLUTIONS jeffrey_epstein,ghislaine_maxwell,congressional_transcript govinfo_wssearch:""Jeffrey Epstein"" collection:CREC"	2	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS610.htm
20260923T220951Z	mention-aed36e7c61d5db3e	doc-govinfo-transcript-f78a7e0b748b	entity-23105438c998fc4a	person	Ghislaine Maxwell	Ghislaine Maxwell	ghislaine maxwell	legal_filing	SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE GRANTED A PRESIDENTIAL PARDON OR ANY FORM OF CLEMENCY FOR HER CRIMES WITH JEFFREY EPSTEIN RELATING TO... 172 Cong. Rec. S613  - SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE...	6	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS613.htm
20260923T220951Z	mention-d3e4c1b78fa8459a	doc-govinfo-transcript-f78a7e0b748b	entity-17edfc05a9d55882	person	Jeffrey Epstein	Jeffrey Epstein	jeffrey epstein	legal_filing	SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE GRANTED A PRESIDENTIAL PARDON OR ANY FORM OF CLEMENCY FOR HER CRIMES WITH JEFFREY EPSTEIN RELATING TO... 172 Cong. Rec. S613  - SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE...	4	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS613.htm
20260923T220951Z	mention-683847dd94007162	doc-govinfo-transcript-f78a7e0b748b	entity-730ea553669f1006	organization	The Senate	The Senate	the senate	legal_filing	SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE GRANTED A PRESIDENTIAL PARDON OR ANY FORM OF CLEMENCY FOR HER CRIMES WITH JEFFREY EPSTEIN RELATING TO... 172 Cong. Rec. S613  - SENATE RESOLUTION 608--EXPRESSING THE SENSE OF THE SENATE THAT GHISLAINE MAXWELL SHOULD NOT BE...	4	0.92		https://www.govinfo.gov/content/pkg/CREC-2026-02-12/html/CREC-2026-02-12-pt1-PgS613.htm
20260923T220951Z	mention-6ae1d0f2e25c354f	doc-govtrack-hr4405	entity-b86f30ee90611b5a	person	Epstein Files Transparency Act	Epstein Files Transparency Act	epstein files transparency act	legal_filing	Epstein Files Transparency Act (H.R. 4405) - GovTrack.us H.R. 4405 epstein_files_transparency_act govtrack	2	0.92		https://www.govtrack.us/congress/bills/119/hr4405
20260923T220951Z	mention-6db7d2feb4d74b5c	doc-hill-oig-review-2026-04-23	entity-62937408347fffc6	person	The Hill	The Hill	the hill	news_clipping	The Hill: DOJ watchdog to review compliance with Epstein files law.	3	0.90		https://thehill.com/homenews/administration/5845360-doj-ig-epstein-files-transparency/
20260923T220951Z	mention-0436d64cb4101d48	doc-hill-sullivan-deadline-2026-09-16	entity-62937408347fffc6	person	The Hill	The Hill	the hill	news_clipping	The Hill: Judge gives Blanche deadline, warns of possible contempt charges.	3	0.90		https://thehill.com/regulation/court-battles/6095691-doj-epstein-transparency-ruling/
20260923T220951Z	mention-cadb405d23299f9a	doc-house-hearing-oversight-doj-2026	entity-5fece04059ba0949	person	Pam Bondi	Pam Bondi	pam bondi	legal_filing	Hearing page lists date/time and witness as AG Pam Bondi.	3	0.90		https://judiciary.house.gov/committee-activity/hearings/oversight-us-department-justice-5
20260923T220951Z	mention-943d298efcf28389	doc-hyatt-pritzker-retires-2026-02-16	entity-a2ae794ee60df01d	person	Executive Chairman	Executive Chairman	executive chairman	legal_filing	Hyatt release: retires as Executive Chairman effective immediately.	2	0.90		https://newsroom.hyatt.com/021626-Hyatt-Announces-Thomas-J-Pritzker-Retires-as-Executive-Chairman-and-Will-Not-Seek-Re-Election-to-Board-of-Directors-Mark-S-Hoplamazian-Assumes-Combined-Role-of-Chairman-of-the-Board-and-Chief-Executive-Officer
20260923T220951Z	mention-2265840ee3b0e5ba	doc-npr-andrew-arrest-2026-02-19	entity-431689d8ab66328c	person	Prince Andrew	Prince Andrew	prince andrew	news_clipping	NPR: former Prince Andrew arrested, then released.	3	0.90		https://www.npr.org/2026/02/19/nx-s1-5719098/former-prince-andrew-arrested-on-suspicion-of-misconduct-in-public-office-reports
20260923T220951Z	mention-66d8823ea1127839	doc-npr-black-contempt-2026-09-16	entity-7bc876982c65b8e8	person	Leon Black	Leon Black	leon black	news_clipping	NPR: House holds billionaire Leon Black in contempt of Congress.	3	0.90		https://www.npr.org/2026/09/16/nx-s1-5954258/leon-black-jeffrey-epstein-contempt-congress
20260923T220951Z	mention-10b69b1f8de41553	doc-npr-blanche-confirmed-2026-08-08	entity-3d38d965e23e48c0	person	Attorney General	Attorney General	attorney general	news_clipping	NPR: Senate votes to confirm Todd Blanche as attorney general.	2	0.90		https://www.npr.org/2026/08/08/g-s1-137631/senate-confirms-todd-blanche-attorney-general
