run_utc	claim_id	claim_status	claim_type	name_context_class	asserted_by	first_seen_date	confidence	claim_text	related_source_urls	gap_reason
20260923T220952Z	claim-house-black-contempt-20260916	alleged	procedural	administrative_mention	NPR / CNBC / PBS	2026-09-16	0.93	The House voted on September 16, 2026 to hold Leon Black in contempt of Congress for defying House Oversight subpoenas in its Epstein investigation.	https://www.cnbc.com/2026/09/16/leon-black-contempt-house-epstein-subpoenas-refusal.html, https://www.npr.org/2026/09/16/nx-s1-5954258/leon-black-jeffrey-epstein-contempt-congress	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-lifetouch-school-cancellations	alleged	timeline	media_reference	AP	2026-02-14	0.88	AP reported some U.S. school districts paused or canceled Lifetouch sessions after viral posts made Epstein-related allegations.	https://apnews.com/article/jeffrey-epstein-lifetouch-school-pictures-leon-black-c08e0563f5acd4097bee37225cb33463	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-lutnick-meetings-acknowledged-ap	alleged	factual	media_reference	AP	2026-02-11	0.90	AP reported Howard Lutnick acknowledged pre-government meetings with Epstein and that prior denials were inaccurate.	https://apnews.com/article/epstein-howard-lutnick-trump-administration-2ead9f28f66e0df4da8f8e2d266ebe4f	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-mandelson-arrested-20260223	alleged	timeline	administrative_mention	CNN / ITV	2026-02-23	0.94	The Metropolitan Police arrested Peter Mandelson on February 23, 2026 on suspicion of misconduct in public office; he was later released under investigation.	https://www.cnn.com/2026/02/23/uk/peter-mandelson-arrested-gbr-intl, https://www.itv.com/news/2026-03-06/lord-mandelson-no-longer-on-bail-as-hes-released-under-investigation-by-police	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-maxwell-postconviction-denied-20260825	alleged	legal	administrative_mention	Axios / Reuters	2026-08-25	0.92	Judge Paul Engelmayer denied Ghislaine Maxwell's pro se petition to vacate her conviction in an order made public on August 25, 2026.	https://www.axios.com/2026/08/25/ghislaine-maxwells-bid-to-overturn-conviction-rejected, https://www.usnews.com/news/world/articles/2026-08-25/ghislaine-maxwell-loses-bid-to-throw-out-conviction-for-aiding-jeffrey-epstein	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-phang-v-blanche-injunction-20260625	alleged	legal	administrative_mention	U.S. District Court for D.C. (reported)	2026-06-25	0.9	On June 25, 2026, Judge Emmet Sullivan granted a preliminary injunction in Phang v. Blanche ordering DOJ to unredact disputed Epstein records or justify each redaction.	https://clearinghouse.net/case/48180/, https://www.cbsnews.com/news/judge-orders-doj-unredact-more-epstein-files-or-explain-why-blanche/	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-preska-efta-overrides-sealing-20260811	alleged	legal	administrative_mention	Bloomberg	2026-08-11	0.88	On August 11, 2026, Judge Loretta Preska ruled the Epstein Files Transparency Act overrides earlier sealing orders, grand-jury secrecy, and Ghislaine Maxwell's privacy claims, clearing additional records for release.	https://www.bloomberg.com/news/articles/2026-08-12/epstein-victim-files-cleared-for-release-over-maxwell-s-protest, https://www.spokesman.com/stories/2026/aug/11/epstein-victim-files-cleared-for-release-over-maxw/	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-purported-note-unsealed-20260506	alleged	procedural	administrative_mention	Reuters / NPR	2026-05-06	0.9	A federal judge unsealed on May 6, 2026 a purported note that Nicholas Tartaglione says he found in July 2019; the court did not assess its authenticity.	https://www.npr.org/2026/05/07/nx-s1-5814808/jeffrey-epstein-suicide-note, https://www.usnews.com/news/us/articles/2026-05-06/new-york-judge-releases-purported-epstein-suicide-note	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-siad-found-dead-20260720	alleged	timeline	media_reference	CNN / Al Jazeera	2026-07-20	0.9	French model scout Daniel Siad, who was under French investigation over alleged recruitment for Epstein, was found dead at his home near Paris on July 20, 2026; the cause of death was under investigation.	https://www.aljazeera.com/news/2026/7/22/french-model-recruiter-with-close-ties-to-jeffrey-epstein-found-dead, https://www.cnn.com/2026/07/22/europe/model-recruiter-epstein-dead-france-intl	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-starmer-resignation-20260622	alleged	timeline	media_reference	CNN / Al Jazeera	2026-06-22	0.93	UK Prime Minister Keir Starmer announced his resignation on June 22, 2026 amid fallout over his appointment of Peter Mandelson as ambassador.	https://www.aljazeera.com/news/2026/6/22/why-has-keir-starmer-resigned-as-uk-prime-minister-and-who-will-take-over, https://www.cnn.com/2026/06/22/world/live-news/keir-starmer-uk-pm	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-sullivan-sept24-deadline-20260916	alleged	legal	administrative_mention	The Hill	2026-09-16	0.88	On September 16, 2026, Judge Sullivan set a September 24 deadline for DOJ to produce disputed Epstein records or explain why his orders were not clear, and said a contempt finding would be premature at that juncture.	https://thehill.com/regulation/court-battles/6095691-doj-epstein-transparency-ruling/, https://www.newsweek.com/reagan-appointed-judge-issues-epstein-files-deadline-to-trumps-doj-12457462	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-wasserman-agency-sale	alleged	procedural	media_reference	AP	2026-02-14	0.92	AP reported Casey Wasserman planned to sell his talent agency after publication of emails involving Ghislaine Maxwell.	https://apnews.com/article/jeffrey-epstein-casey-wasserman-ghislaine-maxwell-olympics-02bc53aa1b6fa6fecac47e3a31a29ef1	No tier-1 evidence_type link (primary/transcript/filing/release).
20260923T220952Z	claim-wsj-executors-sdny-probe-20260923	alleged	factual	media_reference	Wall Street Journal (via CNBC/Forbes)	2026-09-23	0.8	The Wall Street Journal reported on September 23, 2026 that federal prosecutors in Manhattan are investigating Epstein estate executors Darren Indyke and Richard Kahn; both deny wrongdoing and no charges have been filed.	https://www.cnbc.com/2026/09/23/jeffrey-epstein-estate-executors-investigation.html, https://www.forbes.com/sites/alisondurkee/2026/09/23/doj-investigating-executors-of-epsteins-estate-report-says/	No tier-1 evidence_type link (primary/transcript/filing/release).
