run_utc	claim_id	redaction_category	category_definition	claim_status	name_context_class	claim_text
20260923T220952Z	claim-hr10389-svpa-introduced-20260916	victim_privacy	Redactions intended to protect survivor/victim identity.	verified_primary	administrative_mention	House Oversight Chairman James Comer introduced the Survivor's Voice Protection Act (H.R. 10389) on September 16, 2026.
20260923T220952Z	claim-hr10397-srra-introduced-20260915	victim_privacy	Redactions intended to protect survivor/victim identity.	verified_primary	administrative_mention	The Survivors' Rights Restitution Act (H.R. 10397) was introduced in the House on September 15, 2026.
20260923T220952Z	claim-sres608-maxwell-clemency-20260729	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	The Senate adopted S.Res.608 by unanimous consent on July 29, 2026, expressing that Ghislaine Maxwell should not receive a pardon or clemency.
20260923T220952Z	claim-oversight-gates-groff-transcripts-20260623	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	The House Oversight Committee released transcripts of its June 2026 interviews with Lesley Groff and Bill Gates.
20260923T220952Z	claim-oversight-black-band-transcripts-2026	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	The House Oversight Committee released transcripts of Leon Black's June 26, 2026 and Doug Band's June 30, 2026 transcribed interviews.
20260923T220952Z	claim-oversight-staley-transcript-20260826	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	The House Oversight Committee released a redacted transcript of Jes Staley's July 24, 2026 transcribed interview in late August 2026.
20260923T220952Z	claim-oversight-doj-referral-request-20260604	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	unverified_allegation	House Oversight Chairman James Comer and Republican members asked DOJ on June 4, 2026 to investigate allegations Sarah Kellen made in her transcribed interview against two men, both of whom deny the allegations.
20260923T220952Z	claim-house-black-contempt-20260916	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	administrative_mention	The House voted on September 16, 2026 to hold Leon Black in contempt of Congress for defying House Oversight subpoenas in its Epstein investigation.
20260923T220952Z	claim-wsj-executors-sdny-probe-20260923	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	media_reference	The Wall Street Journal reported on September 23, 2026 that federal prosecutors in Manhattan are investigating Epstein estate executors Darren Indyke and Richard Kahn; both deny wrongdoing and no charges have been filed.
20260923T220952Z	claim-maxwell-postconviction-denied-20260825	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	administrative_mention	Judge Paul Engelmayer denied Ghislaine Maxwell's pro se petition to vacate her conviction in an order made public on August 25, 2026.
20260923T220952Z	claim-purported-note-unsealed-20260506	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	administrative_mention	A federal judge unsealed on May 6, 2026 a purported note that Nicholas Tartaglione says he found in July 2019; the court did not assess its authenticity.
20260923T220952Z	claim-nm-sues-doj-records-202608	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	New Mexico's Department of Justice sued the U.S. Department of Justice in August 2026 seeking unredacted Epstein investigative files for its Zorro Ranch criminal probe.
20260923T220952Z	claim-nm-truth-commission-interim-20260805	victim_privacy	Redactions intended to protect survivor/victim identity.	verified_primary	administrative_mention	New Mexico's Survivors' Truth Commission released a 119-page interim report on August 5, 2026 that assembles evidence on Zorro Ranch but makes no final findings of wrongdoing.
20260923T220952Z	claim-wyden-bank-report-20260804	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	Senate Finance Committee Ranking Member Ron Wyden released a report on August 4, 2026 alleging JPMorgan, Bank of America, and Deutsche Bank failed to timely report suspicious Epstein transactions.
20260923T220952Z	claim-bofa-settlement-final-approval-20260827	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	administrative_mention	A federal judge gave final approval on August 27, 2026 to Bank of America's $72.5 million class settlement with Epstein accusers.
20260923T220952Z	claim-hyatt-pritzker-retired-20260216	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	Hyatt announced on February 16, 2026 that Thomas J. Pritzker retired as executive chairman effective immediately and would not seek re-election to the board.
20260923T220952Z	claim-goldman-ruemmler-8k-2026	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	Goldman Sachs disclosed in an SEC Form 8-K that Kathryn Ruemmler determined to retire as its chief legal officer and general counsel.
20260923T220952Z	claim-storting-epstein-commission-20260415	unknown	Redaction rationale unclear or not yet classified in available records.	verified_primary	administrative_mention	Norway's Storting resolved on April 15, 2026 to appoint a commission of enquiry into questions raised by the Epstein files; the commission first met on May 5, 2026.
20260923T220952Z	claim-gates-foundation-review-20260721	context_gap	Name/context mismatch where list-level references lack per-name context.	verified_primary	administrative_mention	The Gates Foundation's external review summary, released July 21, 2026, reported no evidence that the foundation made payments to Epstein.
20260923T220952Z	claim-andrew-arrested-20260219	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	administrative_mention	Thames Valley Police arrested Andrew Mountbatten-Windsor on February 19, 2026 on suspicion of misconduct in public office and released him under investigation.
20260923T220952Z	claim-mandelson-arrested-20260223	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	administrative_mention	The Metropolitan Police arrested Peter Mandelson on February 23, 2026 on suspicion of misconduct in public office; he was later released under investigation.
20260923T220952Z	claim-starmer-resignation-20260622	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	media_reference	UK Prime Minister Keir Starmer announced his resignation on June 22, 2026 amid fallout over his appointment of Peter Mandelson as ambassador.
20260923T220952Z	claim-european-mla-unanswered-20260909	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	media_reference	The Washington Post reported on September 9, 2026 that investigators in Poland, Norway, and Latvia said DOJ had not answered their mutual legal assistance requests; DOJ said it had not refused any jurisdiction.
20260923T220952Z	claim-siad-found-dead-20260720	unknown	Redaction rationale unclear or not yet classified in available records.	alleged	media_reference	French model scout Daniel Siad, who was under French investigation over alleged recruitment for Epstein, was found dead at his home near Paris on July 20, 2026; the cause of death was under investigation.
